additional_id,comments,non_compliance,source,source_type,entry_date,alternative_source,link,log_type,targeted_pop_group
7580,Extension until 3rd May,Not applicable,Government of Flanders,Government,2020-04-20,,https://www.vlaanderen.be/vlaamse-maatregelen-tijdens-de-coronacrisis/vlaamse-coronamaatregelen-rond-onderwijs-en-kinderopvang,Introduction / extension of measures,No
7581,Universities decided to stick with digital teaching until end of academic year,Not applicable,Government of Flanders,Government,2020-04-20,,https://www.vlaanderen.be/vlaamse-maatregelen-tijdens-de-coronacrisis/vlaamse-coronamaatregelen-rond-onderwijs-en-kinderopvang,Introduction / extension of measures,Yes
7582,A number of tax measures (e.g. deferral) implemented by tax office,Not applicable,Government of Flanders,Government,2020-04-20,,https://www.vlaanderen.be/vlaamse-maatregelen-tijdens-de-coronacrisis/vlaamse-coronamaatregelen-rond-onderwijs-en-kinderopvang,Introduction / extension of measures,No
7583,"Funerals and cremations in an intimate circle are allowed, with a maximum of 15 persons and subject to social distancing measures.",Not applicable,Government of Flanders,Government,2020-04-20,,https://www.vlaanderen.be/vlaamse-maatregelen-tijdens-de-coronacrisis/vlaamse-coronamaatregelen-rond-binnenlands-bestuur-en-inburgering,Introduction / extension of measures,No
7584,"Museums, sports facilities and recreational areas closed",Not applicable,Government of Flanders,Government,2020-04-20,,https://www.vlaanderen.be/vlaamse-maatregelen-tijdens-de-coronacrisis/vlaamse-coronamaatregelen-rond-cultuur-jeugd-sport-vrije-tijd-en-toerisme,Introduction / extension of measures,No
7585,Railway services gradually reopening to 'near-normal' by 4th May,Not applicable,VRT,Media,2020-04-25,,https://www.vrt.be/vrtnws/en/2020/04/25/rail-services-to-return-to-near-normal-levels-from-4-may/,Phase-out measure,No
7586,Belgium has put a freeze on bankruptcies caused by the novel Coronavirus (Covid-19) crisis until 17 May,Not applicable,Brussels Times,Media,2020-04-25,,https://www.brusselstimes.com/all-news/business/108136/shops-in-belgium-can-reopen-from-11-may/,Introduction / extension of measures,No
7587,Ministry of Health Activates National Surveillance Team to Monitor New Strain of Coronavirus,,MoH,Government,2020-03-23,,http://health.gov.bz/www/component/content/article/177-general-health/1004-ministry-of-health-activates-national-surveillance-team-to-monitor-new-strain-of-coronavirus,Introduction / extension of measures,Yes
7588,Covering of all health costs of COVID-19 patients ,Not applicable,International Monetary Fund,Other organisations,2020-04-16,,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19,Introduction / extension of measures,Yes
7589,Government subsidize contributions and taxes and pay minimum wages for all employees of the companies impacted by Covid-19,Not applicable,International Monetary Fund,Other organisations,2020-04-16,,https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19,Introduction / extension of measures,No
7590,"individuals arriving from Iran, Italy, as well as China's Hubei, Zhejiang, and Jiangsu provinces.",Not applicable,Garda,Media,2020-03-14,,https://www.garda.com/crisis24/news-alerts/321981/brunei-ministry-of-health-confirms-11-cases-of-covid-19-march-11-update-4,Introduction / extension of measures,No
7591,"""To accommodate the growing demand of laboratory tests for COVID-19, His Majesty the Sultan and Yang Di-Pertuan of Brunei Darussalam has consented to the construction of an additional virology laboratory""",,Brunei MoH,Government,2020-03-21,,http://www.moh.gov.bn/Shared%20Documents/2019%20ncov/press%20releases/FINAL%20PRESS%20STATEMENT%20ENG%20COVID-19%20(20.03.2020).pdf,Introduction / extension of measures,No
7592,Italy and China nationals,Not applicable,US Embassy ,Government,2020-03-14,,https://bg.usembassy.gov/novel-coronavirus-covid-19-information/,Introduction / extension of measures,Yes
7593,,Not applicable,US Today,Media,2020-03-14,,https://www.usnews.com/news/world/articles/2020-03-13/bulgaria-declares-state-of-emergency-over-coronavirus,Introduction / extension of measures,Yes
7594,,Not applicable,US Today,Media,2020-03-14,,https://www.usnews.com/news/world/articles/2020-03-13/bulgaria-declares-state-of-emergency-over-coronavirus,Introduction / extension of measures,No
7595,"banned the entry of third-country (non-EU) nationals, including U.S. citizens, into the country from March 20 to April 17.  This includes all third-country nationals at all border crossing points and includes aviation, maritime, rail, and road.  The ban does not apply to: (1) healthcare professionals, health researchers and elderly care professionals; (2) transport personnel engaged in the carriage of goods, crews of aircraft engaged in commercial air transport and other transport personnel as necessary; (3) diplomats, officials of international organizations, military personnel and humanitarian workers in the performance of their duties; (4) persons traveling for humanitarian reasons; (5) third-country nationals who hold a long-term residence permit in an EU Member State and those transiting Bulgaria to return to their country of residence. The Bulgarian government has also banned entry of persons arriving from the following EU Member States and Schengen countries: Italy, Spain, France, Great Britain, Germany, the Netherlands, and Switzerland.  These restrictions do not apply to Bulgarian citizens and their family members, or persons with permanent or long term residence permits and members of their families.",Refusal to enter the country,US Embassy,Government,2020-03-25,,https://bg.usembassy.gov/novel-coronavirus-covid-19-information/,Introduction / extension of measures,Yes
7596,no official policy in place but stated as a posibility,Not applicable,US Embassy,Government,2020-03-16,,https://cv.usembassy.gov/covid-19-information/?_ga=2.89703067.1601748976.1584185584-1155192847.1584185584,Introduction / extension of measures,No
7597,"Cambodia has placed thermal scanners and quarantine teams at the three international airports in Phnom Penh, Siem Reap, and Sihanoukville, and at border checkpoints. Screening, however, is minimal.",,US Embassy,Government,2020-03-16,,https://kh.usembassy.gov/covid-19-information/,Introduction / extension of measures,No
7598,Restricted arrival from other countries into specific airports,Not applicable,,,2020-03-15,,,Introduction / extension of measures,No
7599,All non-residents and non-citizens are unable to enter the country,,,,2020-03-16,,,Introduction / extension of measures,Yes
7600,"SCFN's (schools for the children of foreign nationals) were due to return on 3rd  February and Private and Public Schools on 10th February. Online learning has  replaced school based teaching. For Chinese private and public schools online  learning was implemented from March 2nd, albeit many private schools have been  facilitating online learning since 10th February. There is as yet no date for their return.  School leaders in Shanghai have been told that they will be given plenty of notice (they take this to mean at least three weeks notice) prior to opening. Some schools have received letters or petitions from parents requesting a reduction in fees and a commitment to catch up with extra lessons delivered during the school holidays. School staff, parents and pupils returning to Shanghai from anywhere in the world have been asked to self-isolate for 14 days. School staff, parents and pupils returning to Shanghai from Japan, South Korea, Italy and Iran may be placed in quarantine for 14 days",Not applicable,iscresearch,Other,2020-03-15,,https://www.iscresearch.com/cornavirus-covid-19-update,Introduction / extension of measures,Yes
7601,all people with symptoms and in some regions the whole population,Not applicable,Ministry of Health,Government,2020-03-15,,http://en.nhc.gov.cn/2020-03/15/c_77737.htm,Introduction / extension of measures,Yes
7602,"Two hospitals, namely Huoshenshan and Leishenshan, were built in Wuhan from scratch in days, with a capacity of 1,000 and 1,600 beds respectively, for treating COVID-19 patients. Some public venues were converted into temporary hospitals. China has sent 42,600 healthcare professionals to help battle COVID-19 in Hubei province, and among them, 19,000 specialize in intensive care, according to figures unveiled by health authorities.",Not applicable,Ministry of Health,Government,2020-03-15,,http://en.nhc.gov.cn/2020-03/11/c_77645.htm,Introduction / extension of measures,No
7603,In many regions,Not applicable,Ministry of health,Government,2020-03-15,,http://en.nhc.gov.cn/2020-03/09/c_77561.htm,Introduction / extension of measures,No
7604,everyone arriving from abroad,Not applicable,French Embassy,Government,2020-03-15,,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/chine/,Introduction / extension of measures,No
7605,"intensified health screening for travelers arriving from South Korea, Japan, Italy, Iran, France, Spain, Germany, the United States, UK, Sweden, Netherlands, Denmark, Switzerland, Austria, Belgium and Norway. This also applies to travelers having been to these countries in the past 14 days prior to entry: will have to undergo health screening in designated observation sites",,Shanghai Daily,Media,2020-03-17,,https://www.shine.cn/news/metro/2003174479/,Introduction / extension of measures,Yes
7606,"stricter quarantine rules for travelers arriving from South Korea, Japan, Italy, Iran, France, Spain, Germany, the United States, UK, Sweden, Netherlands, Denmark, Switzerland, Austria, Belgium and Norway (also applies to travelers having been to these countries in the past 14 days prior to entry): will have to undergo 14 day quarantine in designated observation sites if tested positively and are requested to quarantine also in case of a negative test",,Shanghai Daily,Media,2020-03-17,,https://www.shine.cn/news/metro/2003174479/,Introduction / extension of measures,Yes
